177	24546
0	0	798
0	1	30
0	2	2
0	3	32
0	4	4
0	5	10
0	6	32
0	7	114
0	8	166
0	9	12
0	10	50
0	11	985
0	12	38
0	13	10
0	14	52
0	15	48
0	16	6
0	17	18
0	19	2
0	21	12
0	22	54
0	23	399
0	24	8
0	25	8
0	26	8
0	27	22
0	28	8
0	29	20
0	30	207
0	31	24
0	32	2
0	34	189
0	35	118
0	36	4
0	37	16
0	39	48
0	40	146
0	41	38
0	42	32
0	43	75
0	44	8
0	45	20
0	46	61
0	47	1040
0	49	54
0	50	71
0	51	10
0	52	46
0	53	18
0	54	10
0	55	40
0	56	30
0	57	54
0	58	6
0	59	10
0	60	57
0	62	278
0	63	8
0	64	26
0	65	4
0	66	18
0	67	42
0	68	4
0	70	42
0	71	248
0	72	61
0	73	32
0	74	50
0	75	2
0	76	120
0	77	120
0	78	67
0	79	16
0	80	114
0	81	85
0	82	8
0	83	6
0	84	48
0	85	4
0	86	6
0	87	8
0	91	36
0	92	8
0	93	193
0	94	99
0	96	34
0	97	67
0	98	1050
0	99	10
0	100	83
0	101	22
0	102	30
0	103	16
0	104	14
0	106	10
0	108	287
0	110	18
0	111	171
0	112	22
0	113	83
0	114	12
0	115	50
0	116	73
0	117	20
0	118	20
0	119	24
0	120	83
0	121	18
0	123	10
0	124	26
0	125	30
0	126	14
0	128	22
0	129	12
0	130	162
0	132	24
0	133	57
0	135	20
0	136	2
0	137	128
0	138	46
0	139	24
0	140	213
0	141	63
0	142	12
0	144	1836
0	145	810
0	146	6
0	148	6
0	149	20
0	150	50
0	151	16
0	152	8
0	153	8
0	156	38
0	157	48
0	159	34
0	160	38
0	161	42
0	162	199
0	163	69
0	164	10
0	166	12
0	167	8
0	168	2
0	169	40
0	170	22
0	171	38
0	172	18
0	173	18
0	174	71
0	175	36
0	176	89
1	1	7039
1	3	821
1	4	13
1	5	282
1	6	142
1	7	31
1	8	1161
1	9	48
1	10	3113
1	11	99
1	12	2245
1	13	166
1	14	255
1	15	77
1	16	31
1	17	51
1	19	2
1	20	401
1	21	93
1	22	62
1	23	33
1	24	4
1	25	62
1	26	4
1	27	104
1	28	46
1	29	55
1	30	119
1	31	68
1	32	2
1	33	15
1	34	794
1	35	1072
1	37	388
1	39	99
1	40	897
1	41	1971
1	42	4
1	43	570
1	44	37
1	45	19
1	46	279
1	47	91
1	50	4705
1	51	699
1	52	637
1	53	95
1	54	99
1	55	1740
1	56	1188
1	57	117
1	58	17
1	59	39
1	60	346
1	62	4
1	63	244
1	64	95
1	65	35
1	66	151
1	67	404
1	68	22
1	69	6
1	70	1119
1	71	162
1	72	208
1	73	6
1	74	373
1	75	35
1	76	117
1	77	348
1	78	93
1	79	2
1	80	226
1	81	373
1	82	48
1	83	66
1	84	1978
1	85	19
1	86	28
1	87	75
1	90	6
1	91	13
1	92	35
1	93	115
1	94	2145
1	96	24
1	97	819
1	98	375
1	99	97
1	100	68
1	101	162
1	102	2344
1	103	46
1	104	26
1	105	230
1	106	406
1	108	15
1	110	1341
1	111	139
1	112	4
1	113	59
1	114	1387
1	115	224
1	116	95
1	117	62
1	118	2
1	119	326
1	120	204
1	121	59
1	123	4
1	124	859
1	125	91
1	126	164
1	128	73
1	129	104
1	130	46
1	132	48
1	133	142
1	136	8
1	137	690
1	138	117
1	139	408
1	140	151
1	141	57
1	142	79
1	143	6
1	144	93
1	145	46
1	146	119
1	147	68
1	148	84
1	149	159
1	150	2
1	151	117
1	152	102
1	153	601
1	154	2
1	156	1241
1	157	255
1	158	8
1	159	77
1	160	2080
1	161	717
1	162	51
1	163	126
1	164	28
1	165	4
1	166	77
1	167	155
1	169	53
1	170	541
1	171	115
1	173	2
1	174	406
1	175	4250
1	176	297
2	93	4
2	144	4
2	145	4
2	162	4
3	1	470
3	3	1794
3	4	11
3	5	373
3	6	66
3	7	22
3	8	767
3	9	22
3	10	764
3	11	27
3	12	285
3	13	160
3	14	271
3	15	52
3	16	13
3	17	138
3	19	5
3	20	41
3	21	77
3	22	49
3	23	2
3	24	47
3	25	41
3	26	8
3	27	44
3	28	8
3	29	30
3	30	44
3	31	13
3	33	38
3	34	872
3	35	811
3	37	210
3	39	52
3	40	930
3	41	274
3	43	285
3	44	66
3	45	8
3	46	152
3	47	71
3	50	952
3	51	135
3	52	1199
3	53	152
3	54	55
3	55	429
3	56	276
3	57	77
3	58	11
3	59	77
3	60	542
3	62	2
3	63	44
3	64	110
3	65	47
3	66	44
3	67	445
3	68	27
3	70	736
3	71	105
3	72	215
3	73	11
3	74	346
3	75	11
3	76	60
3	77	526
3	78	49
3	80	171
3	81	348
3	82	80
3	83	33
3	84	988
3	85	83
3	86	2
3	87	185
3	90	2
3	91	11
3	92	16
3	93	116
3	94	991
3	96	11
3	97	872
3	98	348
3	99	38
3	100	49
3	101	271
3	102	354
3	103	55
3	104	11
3	105	8
3	106	146
3	108	11
3	110	600
3	111	121
3	113	38
3	114	204
3	115	307
3	116	130
3	117	13
3	119	254
3	120	119
3	121	60
3	123	2
3	124	537
3	125	80
3	126	27
3	128	143
3	129	66
3	130	11
3	132	16
3	133	69
3	137	437
3	138	52
3	139	196
3	140	66
3	141	35
3	142	22
3	144	66
3	145	49
3	146	30
3	147	24
3	148	24
3	149	265
3	151	30
3	152	91
3	153	254
3	156	371
3	157	121
3	159	83
3	160	728
3	161	467
3	162	19
3	163	33
3	164	11
3	166	107
3	167	77
3	169	22
3	170	337
3	171	49
3	172	2
3	173	8
3	174	415
3	175	429
3	176	310
4	1	113
4	3	37
4	4	1204
4	5	23
4	6	1709
4	7	26
4	8	87
4	9	17
4	10	78
4	11	29
4	12	43
4	13	14
4	14	23
4	15	8
4	17	2
4	20	8
4	21	26
4	22	14
4	23	2
4	24	8
4	25	31
4	27	8
4	28	150
4	29	14
4	30	40
4	31	2
4	33	8
4	34	148
4	35	37
4	37	29
4	38	2
4	39	31
4	40	107
4	41	124
4	43	63
4	44	2
4	45	2
4	46	23
4	47	23
4	50	156
4	51	52
4	52	23
4	53	29
4	54	8
4	55	40
4	56	34
4	57	23
4	58	8
4	60	46
4	63	255
4	64	26
4	65	60
4	66	11
4	67	20
4	70	89
4	71	34
4	72	37
4	73	2
4	74	40
4	76	52
4	77	58
4	78	29
4	80	31
4	81	31
4	82	8
4	83	20
4	84	124
4	85	5
4	86	5
4	87	5
4	90	130
4	91	2
4	92	2
4	93	23
4	94	60
4	95	49
4	96	8
4	97	101
4	98	87
4	99	17
4	100	26
4	101	31
4	102	118
4	103	17
4	104	232
4	105	2
4	106	113
4	110	58
4	111	31
4	112	2
4	113	20
4	114	49
4	115	66
4	116	29
4	117	11
4	118	2
4	119	26
4	120	14
4	121	14
4	124	37
4	125	55
4	126	17
4	128	2
4	129	2
4	130	23
4	132	17
4	133	502
4	137	52
4	138	23
4	139	17
4	140	87
4	141	31
4	142	23
4	144	17
4	145	11
4	146	2
4	147	11
4	148	11
4	149	75
4	150	5
4	151	11
4	152	72
4	153	29
4	154	14
4	156	72
4	157	40
4	159	26
4	160	43
4	161	58
4	162	11
4	163	23
4	164	5
4	165	11
4	166	2
4	167	34
4	169	29
4	170	40
4	171	429
4	172	8
4	173	2
4	174	40
4	175	95
4	176	63
5	1	221
5	3	434
5	5	354
5	6	20
5	7	7
5	8	372
5	9	13
5	10	429
5	11	15
5	12	208
5	13	67
5	14	130
5	15	31
5	16	5
5	17	46
5	20	28
5	21	49
5	22	13
5	23	2
5	24	2
5	25	7
5	26	2
5	27	23
5	28	5
5	29	13
5	30	15
5	31	2
5	33	26
5	34	411
5	35	502
5	37	104
5	39	26
5	40	458
5	41	72
5	43	187
5	44	13
5	45	2
5	46	78
5	47	18
5	50	403
5	51	41
5	52	395
5	53	59
5	54	15
5	55	249
5	56	179
5	57	31
5	58	5
5	59	28
5	60	174
5	63	31
5	64	41
5	65	2
5	66	33
5	67	249
5	68	20
5	69	5
5	70	557
5	71	59
5	72	106
5	73	5
5	74	177
5	75	5
5	76	20
5	77	273
