32	872
0	0	3205
0	1	210
0	2	1400
0	3	1757
0	5	2527
0	6	2519
0	7	2753
0	9	2606
0	10	391
0	11	651
0	12	1253
0	13	110
0	14	3058
0	15	1274
0	16	36
0	17	564
0	18	1742
0	19	420
0	20	438
0	21	265
0	22	70
0	23	186
0	24	1129
0	25	1347
0	26	1316
0	27	507
0	28	2651
0	29	10
0	30	1045
0	31	147
1	0	677
1	1	1164
1	2	832
1	3	780
1	5	1851
1	6	2024
1	7	1349
1	9	1282
1	10	329
1	11	571
1	12	414
1	13	21
1	14	1016
1	15	1491
1	16	21
1	17	726
1	18	1588
1	19	469
1	20	441
1	21	127
1	22	81
1	23	148
1	24	242
1	25	1252
1	26	332
1	27	889
1	28	1978
1	29	9
1	30	904
1	31	105
2	0	971
2	1	226
2	2	2838
2	3	1854
2	4	2
2	5	3266
2	6	2030
2	7	3246
2	9	3106
2	10	670
2	11	1050
2	12	1507
2	13	63
2	14	1609
2	15	1665
2	16	38
2	17	775
2	18	1744
2	19	640
2	20	635
2	21	277
2	22	68
2	23	239
2	24	510
2	25	2042
2	26	640
2	27	408
2	28	4016
2	29	15
2	30	1591
2	31	145
3	0	1457
3	1	178
3	2	2022
3	3	4741
3	5	4451
3	6	2175
3	7	5561
3	9	6777
3	10	670
3	11	1135
3	12	2142
3	13	72
3	14	1894
3	15	1449
3	16	72
3	17	734
3	18	1989
3	19	531
3	20	690
3	21	648
3	22	55
3	23	225
3	24	1015
3	25	2000
3	26	767
3	27	325
3	28	3311
3	29	13
3	30	1691
3	31	150
4	0	3
4	2	7
4	3	26
4	5	22
4	6	11
4	7	26
4	8	3
4	9	33
4	10	7
4	11	11
4	12	3
4	13	7
4	14	7
4	15	7
4	16	56
4	17	3
4	18	3
4	20	3
4	21	3
4	24	7
4	25	11
4	26	3
4	27	3
4	28	15
4	30	7
4	31	3
5	0	456
5	1	111
5	2	924
5	3	1032
5	5	3416
5	6	934
5	7	1902
5	9	1671
5	10	551
5	11	967
5	12	502
5	13	13
5	14	714
5	15	1837
5	16	10
5	17	856
5	18	809
5	19	404
5	20	684
5	21	100
5	22	84
5	23	383
5	24	252
5	25	1850
5	26	271
5	27	231
5	28	1853
5	29	16
5	30	1695
5	31	122
6	0	863
6	1	275
6	2	863
6	3	956
6	4	2
6	5	1791
6	6	3619
6	7	1590
6	9	1518
6	10	345
6	11	631
6	12	592
6	13	28
6	14	1634
6	15	956
6	16	25
6	17	523
6	18	1807
6	19	319
6	20	443
6	21	136
6	22	43
6	23	113
6	24	327
6	25	1185
6	26	384
6	27	909
6	28	2085
6	29	10
6	30	799
6	31	74
7	0	1506
7	1	206
7	2	2650
7	3	3746
7	4	2
7	5	5364
7	6	2205
7	7	6750
7	9	6215
7	10	718
7	11	1497
7	12	1989
7	13	28
7	14	1975
7	15	1555
7	16	54
7	17	842
7	18	2159
7	19	718
7	20	902
7	21	549
7	22	135
7	23	301
7	24	882
7	25	2506
7	26	914
7	27	419
7	28	3875
7	29	11
7	30	2213
7	31	175
8	0	4
8	2	24
8	3	34
8	5	44
8	6	14
8	7	34
8	9	59
8	10	4
8	11	14
8	12	29
8	13	9
8	14	9
8	15	9
8	16	69
8	17	9
8	18	24
8	19	4
8	20	4
8	21	4
8	24	4
8	25	24
8	26	9
8	28	24
8	30	19
8	31	4
9	0	481
9	1	80
9	2	727
9	3	1541
9	5	2592
9	6	848
9	7	2272
9	9	3979
9	10	703
9	11	700
9	12	467
9	13	3
9	14	595
9	15	956
9	16	57
9	17	595
9	18	720
9	19	212
9	20	646
9	21	144
9	22	111
9	23	242
9	24	340
9	25	1831
9	26	279
9	27	175
9	28	1514
9	29	16
9	30	1848
9	31	181
10	0	155
10	1	85
10	2	514
10	3	576
10	5	1379
10	6	524
10	7	875
10	9	883
10	10	1338
10	11	657
10	12	272
10	13	2
10	14	374
10	15	2536
10	16	20
10	17	1967
10	18	571
10	19	257
10	20	1062
10	21	72
10	22	109
10	23	491
10	24	90
10	25	2741
10	26	83
10	27	96
10	28	1195
10	29	28
10	30	1930
10	31	187
11	0	432
11	1	171
11	2	1078
11	3	1149
11	5	2928
11	6	1323
11	7	2216
11	9	2005
11	10	780
11	11	2100
11	12	769
11	13	10
11	14	962
11	15	3621
11	16	26
11	17	1665
11	18	1149
11	19	898
11	20	1080
11	21	152
11	22	129
11	23	674
11	24	208
11	25	2799
11	26	287
11	27	250
11	28	2367
