313	32254
0	0	4847
0	2	150
0	3	43
0	4	18
0	8	12
0	9	1700
0	11	34
0	13	49
0	14	32
0	16	59
0	17	90
0	18	8
0	19	2
0	21	828
0	22	6
0	23	78
0	26	2
0	28	53
0	29	497
0	31	4
0	39	4
0	42	53
0	43	8
0	44	2
0	48	30
0	50	4
0	54	164
0	56	18
0	57	22
0	58	8
0	59	4
0	60	238
0	61	349
0	66	6
0	67	314
0	68	14
0	71	2
0	72	24
0	74	109
0	76	6
0	79	94
0	81	2
0	82	16
0	83	53
0	85	10
0	86	915
0	87	162
0	89	458
0	91	6
0	96	6
0	97	80
0	98	28
0	99	32
0	100	10
0	103	4
0	104	2
0	106	10
0	107	14
0	109	236
0	110	125
0	113	18
0	114	4
0	116	429
0	117	401
0	119	139
0	121	61
0	123	39
0	124	510
0	126	3202
0	128	12
0	129	30
0	130	4
0	132	4
0	134	102
0	136	4
0	138	234
0	139	74
0	141	22
0	143	39
0	144	228
0	148	2
0	150	16
0	152	119
0	153	22
0	155	187
0	157	6
0	159	123
0	160	6
0	161	2
0	164	508
0	166	12
0	168	2
0	169	205
0	170	139
0	171	12
0	173	2
0	175	6
0	176	86
0	179	32
0	182	94
0	183	466
0	184	4
0	188	353
0	189	88
0	190	4
0	191	4
0	192	55
0	193	195
0	194	263
0	195	2
0	199	41
0	201	236
0	204	283
0	205	335
0	209	30
0	211	4
0	216	16
0	219	2
0	221	2
0	222	10
0	225	1960
0	226	195
0	227	2
0	229	2
0	230	74
0	231	4
0	233	2
0	234	1215
0	236	6
0	237	8
0	238	26
0	239	117
0	240	22
0	241	2
0	242	51
0	243	6
0	245	43
0	246	32
0	247	4
0	248	22
0	250	296
0	251	1040
0	253	14
0	254	1172
0	255	16
0	257	8
0	259	2474
0	261	1094
0	262	12
0	263	121
0	264	849
0	266	146
0	267	20
0	268	6
0	269	34
0	271	32
0	272	12
0	273	2
0	275	2
0	276	20
0	278	63
0	279	20
0	280	16
0	281	117
0	282	67
0	283	1585
0	284	106
0	285	92
0	288	24
0	289	158
0	290	10
0	291	405
0	292	324
0	293	534
0	295	2
0	298	63
0	299	45
0	300	2830
0	301	518
0	302	656
0	305	203
0	306	71
0	308	271
0	309	10
0	310	662
0	312	125
1	0	2
1	2	2
1	4	2
1	21	2
1	28	5
1	61	15
1	72	2
1	86	2
1	96	2
1	103	5
1	109	2
1	128	2
1	141	2
1	153	2
1	166	2
1	169	2
1	191	33
1	193	23
1	204	5
1	216	2
1	231	20
1	234	2
1	250	2
1	283	2
1	289	2
1	292	2
1	306	7
2	0	340
2	2	665
