70	3684
0	0	42
0	3	168
0	5	37
0	6	62
0	7	206
0	8	369
0	9	123
0	10	32
0	11	42
0	12	120
0	14	10
0	15	27
0	17	55
0	18	22
0	19	20
0	21	7
0	22	5
0	23	150
0	25	7
0	26	42
0	28	10
0	30	150
0	31	67
0	32	25
0	33	5
0	34	20
0	36	7
0	37	30
0	38	123
0	39	228
0	40	10
0	41	2
0	44	10
0	45	5
0	46	75
0	47	216
0	48	113
0	50	98
0	51	2089
0	52	15
0	53	7
0	54	37
0	55	110
0	56	7
0	57	25
0	58	77
0	59	2
0	60	5
0	62	82
0	63	12
0	65	145
0	68	12
0	69	80
1	1	10
1	3	13
1	5	3
1	6	10
1	7	47
1	8	13
1	9	3
1	11	10
1	12	10
1	15	10
1	17	20
1	18	10
1	19	3
1	21	3
1	22	138
1	23	6
1	26	3
1	30	20
1	31	13
1	34	3
1	38	23
1	39	16
1	44	3
1	46	13
1	47	33
1	50	10
1	51	20
1	54	10
1	55	6
1	57	16
1	58	3
1	59	13
1	62	3
1	65	16
1	69	16
2	0	3
2	2	350
2	3	1
2	4	38
2	5	646
2	6	216
2	7	75
2	8	292
2	9	561
2	10	331
2	11	193
2	12	805
2	14	13
2	15	63
2	17	178
2	18	92
2	19	94
2	20	19
2	21	73
2	23	615
2	24	3
2	25	762
2	26	387
2	28	77
2	29	11
2	30	112
2	31	606
2	32	110
2	33	25
2	34	422
2	35	5
2	36	27
2	37	222
2	38	960
2	39	935
2	40	17
2	41	63
2	42	1
2	43	1
2	46	151
2	47	3169
2	48	319
2	50	288
2	51	216
2	52	42
2	53	19
2	54	313
2	55	642
2	56	23
2	57	60
2	58	416
2	60	7
2	62	460
2	63	50
2	65	1636
2	66	1
2	68	484
2	69	118
3	0	31
3	1	5
3	2	2
3	3	1465
3	4	13
3	5	60
3	6	60
3	7	901
3	8	155
3	9	94
3	10	28
3	11	52
3	12	139
3	13	2
3	14	13
3	15	7
3	16	2
3	17	113
3	18	52
3	19	31
3	20	10
3	21	26
3	22	52
3	23	121
3	25	23
3	26	113
3	28	15
3	30	434
3	31	65
3	32	26
3	33	2
3	34	21
3	35	2
3	36	36
3	37	73
3	38	155
