242	35440
0	0	3
0	2	3
0	3	3
0	4	13
0	6	6
0	8	6
0	12	6
0	38	3
0	43	6
0	44	3
0	55	3
0	58	3
0	60	6
0	62	3
0	65	3
0	72	3
0	74	37
0	82	6
0	84	3
0	90	3
0	96	3
0	101	6
0	119	6
0	123	3
0	146	3
0	149	3
0	155	3
0	158	6
0	162	74
0	163	6
0	164	10
0	165	6
0	166	3
0	167	3
0	185	6
0	186	3
0	189	3
0	192	3
0	194	3
0	202	6
0	207	3
0	213	40
0	218	3
0	227	3
0	235	3
0	236	3
1	1	588
1	2	41
1	3	16
1	4	8
1	5	707
1	6	196
1	7	74
1	8	165
1	9	146
1	10	621
1	11	229
1	13	174
1	15	16
1	17	204
1	19	337
1	20	2
1	21	13
1	24	2
1	26	384
1	27	334
1	28	5
1	29	5
1	31	290
1	32	254
1	33	118
1	34	373
1	35	13
1	36	35
1	37	35
1	38	243
1	39	71
1	40	163
1	41	234
1	42	38
1	43	295
1	44	77
1	45	41
1	46	234
1	49	185
1	50	2
1	53	88
1	55	364
1	56	16
1	57	77
1	58	99
1	60	149
1	62	11
1	63	60
1	64	8
1	65	154
1	66	41
1	68	13
1	69	102
1	70	450
1	72	24
1	73	491
1	74	27
1	75	35
1	76	5
1	77	337
1	78	16
1	79	292
1	80	27
1	82	1508
1	83	801
1	84	2
1	85	2
1	87	49
1	88	35
1	89	2
1	90	334
1	91	2
1	92	129
1	94	174
1	96	11
1	98	2
1	100	22
1	101	373
1	102	5
1	103	13
1	104	240
1	105	171
1	108	55
1	109	8
1	111	118
1	112	558
1	113	5
1	114	207
1	115	24
1	118	2
1	119	431
1	120	212
1	121	129
1	123	552
1	124	91
1	125	5
1	126	215
1	128	2
1	129	30
1	131	38
1	132	5
1	133	279
1	137	118
1	140	245
1	145	35
1	146	46
1	147	5
1	149	58
1	151	2
1	152	60
1	153	27
1	154	11
1	155	400
1	158	46
1	159	1204
1	160	8
1	161	46
1	162	82
1	163	102
1	164	422
1	165	646
1	166	1273
1	167	77
1	168	2
1	169	8
1	170	44
1	171	22
1	173	74
1	174	16
1	175	19
1	177	49
1	178	245
1	179	268
1	182	251
1	183	163
1	184	30
1	186	19
1	187	364
1	189	287
1	192	284
1	193	5
1	195	1931
1	196	30
1	198	5
1	199	210
1	200	135
1	201	19
1	202	182
1	204	46
1	205	30
1	206	19
1	207	221
1	208	607
1	209	13
1	211	414
1	212	35
1	214	2
1	215	8
1	218	232
1	219	58
1	220	135
1	222	298
1	224	417
1	226	226
1	227	1517
1	228	121
1	229	16
1	230	265
1	231	30
1	232	5
1	233	124
1	234	8
1	235	315
1	236	693
1	239	13
1	240	30
1	241	13
2	0	6
2	1	15
2	2	5172
2	3	15
2	4	59
2	5	28
2	6	1986
2	7	25
2	8	150
2	9	895
2	10	203
2	11	933
2	12	119
2	13	68
2	15	56
2	17	21
2	18	3
2	19	338
2	21	25
2	23	9
2	24	12
2	26	100
2	27	81
2	28	12
2	29	12
2	31	93
2	32	109
2	33	31
2	34	43
2	35	15
2	36	419
2	37	68
2	38	153
2	39	56
2	40	18
2	41	363
2	42	37
2	43	303
2	44	37
2	45	18
2	46	238
2	49	53
2	50	225
2	53	81
2	55	150
2	56	15
2	57	87
2	58	300
2	59	53
2	60	961
2	61	3
2	62	34
2	63	9
2	64	3
2	65	664
2	66	12
2	68	3
2	69	72
2	70	137
2	72	263
2	73	81
2	74	363
2	75	6
2	77	203
2	78	18
2	79	50
2	80	9
2	82	839
2	83	68
2	84	84
2	85	3
2	86	3
2	87	15
2	88	15
2	89	6
2	90	156
2	91	6
2	92	18
2	93	9
2	94	84
2	96	15
2	97	3
2	98	3
2	100	328
2	101	325
2	102	3
2	103	6
2	104	153
2	105	75
2	108	37
2	110	3
2	111	90
2	112	78
2	113	6
2	114	15
2	115	28
2	116	9
2	117	3
2	118	25
2	119	661
2	120	250
2	121	109
2	123	109
2	124	115
2	125	12
2	126	87
2	128	12
2	129	40
2	131	40
2	132	12
2	133	90
2	136	6
2	137	109
2	140	178
2	145	50
2	146	37
2	147	3
2	149	40
2	151	3
2	152	62
2	153	12
2	154	12
2	155	187
2	158	115
2	159	307
2	160	28
2	161	18
2	162	1105
2	163	839
2	164	184
2	165	451
2	166	469
2	167	75
2	168	6
2	169	12
2	170	21
2	171	31
2	172	3
2	173	15
2	174	12
2	175	53
2	176	3
2	177	6
2	178	278
2	179	15
2	181	3
2	182	272
2	183	40
2	184	43
2	185	6
2	186	172
2	187	59
2	189	219
2	192	31
2	193	25
2	194	3
2	195	501
2	196	28
2	199	43
2	200	21
2	201	28
2	202	194
2	204	3
2	205	12
2	206	134
2	207	250
2	208	216
2	211	238
2	212	21
2	213	9
2	215	6
2	218	31
2	219	68
2	220	43
2	221	3
2	222	53
2	223	3
2	224	87
2	225	6
2	226	28
2	227	322
2	228	68
2	229	3
2	230	15
2	231	6
2	232	3
2	233	103
2	235	34
2	236	147
2	237	3
2	238	3
2	239	9
2	240	31
2	241	97
3	2	7
3	3	31
3	4	9
3	8	7
3	9	7
3	10	9
3	11	1
3	12	1
3	19	1
3	21	1
3	26	1
3	27	1
3	31	7
3	32	1
3	34	3
3	37	9
3	38	7
3	39	5
3	41	5
3	43	1
3	44	54
3	46	35
3	53	19
3	58	13
3	60	35
3	62	9
3	65	3
3	66	3
3	70	3
3	72	1
3	74	7
3	77	15
3	82	17
3	83	1
3	84	5
3	90	1
3	91	1
3	97	3
3	100	3
3	101	11
3	111	7
3	115	3
3	118	1
3	119	29
3	120	13
3	121	7
3	123	3
3	124	1
3	125	1
3	126	7
3	129	1
3	132	1
3	133	1
3	137	9
3	140	3
3	145	1
3	153	1
3	155	9
3	158	27
3	159	1
3	162	52
3	163	9
3	164	5
3	165	25
3	166	5
3	167	46
3	173	3
3	175	1
3	177	1
3	178	39
3	179	1
3	182	9
3	186	1
3	189	21
3	192	1
3	195	9
3	200	3
3	201	5
3	202	135
3	207	60
3	211	21
3	212	1
3	218	1
3	219	3
3	221	1
3	223	1
3	226	1
3	227	5
3	228	1
3	230	7
3	233	3
3	234	1
3	235	1
3	236	3
3	240	21
3	241	3
4	1	16
4	2	146
4	3	132
4	4	1219
4	5	9
4	6	95
4	8	123
4	9	114
4	10	25
4	11	69
4	12	16
4	13	4
4	14	6
4	15	2
4	19	30
4	21	11
4	23	13
4	24	4
4	26	20
4	27	9
4	28	2
4	31	41
4	32	6
4	33	4
4	34	4
4	35	2
4	36	37
4	37	72
4	38	60
4	39	23
4	40	4
4	41	48
4	42	11
4	43	60
4	44	537
4	45	9
4	46	174
4	49	4
4	50	13
4	53	165
4	55	27
4	56	2
4	57	23
4	58	216
4	60	209
4	62	728
4	65	32
4	66	6
4	67	6
4	69	23
4	70	13
4	72	27
4	73	6
4	74	328
4	77	44
4	78	2
4	79	30
4	80	23
4	82	137
4	83	11
4	84	903
4	85	2
4	87	2
4	88	6
4	90	20
4	91	6
4	92	4
4	94	9
4	96	4
4	97	25
4	100	20
4	101	107
4	103	4
4	104	18
4	105	4
4	108	13
4	109	6
4	110	9
4	111	39
4	112	13
4	113	6
4	115	25
4	116	2
4	118	4
4	119	300
4	120	130
4	121	34
4	123	18
4	124	37
4	125	11
4	126	9
4	128	2
4	129	11
4	131	6
4	132	4
4	133	4
4	137	48
4	140	20
4	145	11
4	146	16
4	147	2
4	148	4
4	149	16
4	152	4
4	154	4
4	155	104
4	158	228
4	159	39
4	160	4
4	161	2
4	162	849
4	163	67
4	164	39
4	165	165
4	166	62
4	167	765
4	168	2
4	170	9
4	171	6
4	173	9
4	174	2
4	175	20
4	176	4
4	177	9
4	178	116
4	179	4
4	182	121
4	183	4
4	184	11
4	185	30
4	186	23
4	187	16
4	189	146
4	191	16
4	192	11
4	193	4
4	194	9
4	195	93
4	196	11
4	199	4
4	200	20
4	201	48
4	202	756
4	204	6
4	205	9
4	206	39
4	207	398
4	208	25
4	211	107
4	212	4
4	213	41
4	215	4
4	218	6
4	219	48
4	220	25
4	221	6
4	222	9
4	223	2
4	224	2
4	226	6
4	227	62
4	228	32
4	229	2
4	230	6
4	231	6
4	232	4
4	233	32
4	235	6
4	236	25
4	237	27
4	238	13
4	240	412
4	241	6
5	1	354
5	2	86
5	3	33
5	4	19
5	5	1706
5	6	240
5	7	117
5	8	385
5	9	215
5	10	497
5	11	209
5	12	2
5	13	284
5	14	5
5	15	11
5	16	5
5	17	198
5	18	8
5	19	276
5	20	8
5	21	27
5	23	8
5	24	5
5	26	751
5	27	494
5	29	11
5	31	310
5	32	223
5	33	153
5	34	782
5	35	27
5	36	50
5	37	44
5	38	354
5	39	114
5	40	234
5	41	159
5	42	153
5	43	329
5	44	67
5	45	44
5	46	212
5	47	2
5	49	287
5	50	8
5	52	2
5	53	125
5	55	310
5	56	22
5	57	150
5	58	64
5	60	187
5	62	11
5	63	92
5	64	11
5	65	181
5	66	8
5	67	2
5	68	22
5	69	189
5	70	592
5	72	39
5	73	776
5	74	27
5	75	44
5	76	5
5	77	212
5	78	27
5	79	603
5	80	64
5	82	2424
5	83	809
5	84	2
5	85	5
5	86	2
5	87	89
5	88	41
5	90	418
5	92	262
5	94	368
5	96	44
5	97	5
5	98	2
5	100	11
5	101	566
5	102	2
5	103	25
5	104	273
5	105	254
5	108	83
5	109	2
5	111	167
5	112	857
5	113	36
5	114	259
5	115	41
5	116	8
5	118	8
5	119	427
5	120	340
5	121	156
5	123	678
5	124	156
5	125	8
5	126	170
5	128	22
5	129	39
5	131	27
5	132	11
5	133	346
5	136	5
5	137	161
5	140	290
5	145	61
5	146	86
5	149	89
5	151	11
5	152	100
5	153	55
5	154	22
5	155	346
5	156	2
5	158	30
5	159	1541
5	160	39
5	161	120
5	162	100
5	163	69
5	164	636
5	165	902
5	166	2181
5	167	47
5	169	19
5	170	44
5	171	30
5	173	175
5	174	27
5	175	64
5	176	2
5	177	108
5	178	268
5	179	223
5	181	2
5	182	594
5	183	279
5	184	41
5	186	19
5	187	410
5	189	262
5	192	276
5	193	19
5	194	5
5	195	2432
5	196	64
5	198	2
5	199	195
5	200	167
5	201	58
5	202	226
5	204	47
5	205	64
5	206	2
5	207	273
5	208	553
5	209	8
5	211	432
5	212	41
5	215	13
5	218	268
5	219	78
5	220	248
5	222	513
5	223	2
5	224	606
5	225	13
5	226	178
5	227	2066
5	228	114
5	229	30
5	230	178
5	231	19
5	232	2
5	233	94
5	234	2
5	235	667
5	236	1025
5	239	22
5	240	36
5	241	16
6	1	18
6	2	2387
6	3	31
6	4	25
6	5	34
6	6	6540
6	7	6
6	8	122
6	9	1831
6	10	134
6	11	2283
6	12	69
6	13	72
6	14	6
6	15	210
6	16	3
6	17	18
6	19	505
6	20	6
6	21	21
6	24	12
6	26	59
6	27	100
6	29	3
6	30	3
6	31	112
6	32	141
6	33	12
6	34	21
6	36	1176
6	37	47
6	38	122
6	39	112
6	40	25
6	41	457
6	42	31
6	43	511
6	44	34
6	45	53
6	46	247
6	49	34
6	50	514
6	52	3
6	53	100
6	55	141
6	56	12
6	57	69
6	58	341
6	59	3
6	60	777
6	62	15
6	63	18
6	64	6
6	65	1540
6	66	12
6	67	3
6	68	3
6	69	94
6	70	138
6	72	815
6	73	100
6	74	210
6	75	6
6	76	21
6	77	141
6	78	21
6	79	37
6	80	34
6	82	815
6	83	62
6	84	25
6	85	15
6	86	6
6	87	21
6	88	15
6	90	178
6	91	12
6	92	12
6	93	6
6	94	28
6	96	3
6	97	3
6	100	260
6	101	332
