106	5320
0	0	5
0	2	10
0	3	133
0	5	15
0	7	20
0	13	20
0	14	138
0	15	5
0	20	5
0	21	5
0	27	10
0	29	15
0	30	5
0	32	5
0	34	30
0	38	5
0	41	5
0	44	108
0	50	5
0	51	10
0	52	5
0	53	10
0	58	46
0	62	5
0	63	15
0	64	10
0	67	5
0	68	5
0	69	20
0	71	20
0	75	10
0	78	108
0	82	36
0	84	20
0	90	5
0	92	10
0	93	5
0	96	30
0	97	5
0	98	5
0	102	51
0	103	5
0	104	46
1	0	12
1	1	12
1	2	6
1	3	36
1	5	12
1	7	6
1	13	18
1	14	109
1	27	6
1	29	6
1	30	6
1	33	6
1	36	6
1	44	42
1	51	6
1	55	6
1	58	30
1	59	6
1	63	6
1	64	6
1	67	12
1	75	6
1	79	6
1	80	6
1	82	12
1	84	6
1	92	6
1	97	6
1	98	12
1	102	30
1	104	6
2	2	328
2	3	65
2	7	31
2	9	961
2	10	3
2	11	204
2	12	130
2	13	908
2	21	120
2	27	455
2	29	124
2	30	3
2	32	151
2	34	12
2	35	65
2	36	102
2	37	15
2	38	12
2	44	37
2	46	55
2	50	18
2	51	136
2	53	6
2	55	282
2	56	80
2	57	9
2	58	24
2	59	3
2	62	192
2	64	145
2	68	248
2	69	220
2	71	105
2	73	31
2	74	127
2	75	58
2	78	9
2	80	145
2	81	3
2	82	148
2	83	27
2	84	12
2	87	37
2	91	37
2	92	74
2	93	105
2	95	55
2	96	598
2	97	130
2	98	356
2	102	58
2	103	300
2	104	6
2	105	204
3	0	3
3	2	75
3	3	6623
3	7	1078
3	9	266
3	10	388
3	11	128
3	12	180
3	13	608
3	14	16
3	15	3
3	19	3
3	21	138
3	25	9
3	27	434
3	28	9
3	29	92
3	30	46
3	32	82
3	33	3
3	34	743
3	35	243
3	36	144
3	37	16
3	38	52
3	40	6
3	44	3962
3	46	19
3	50	75
3	51	292
3	53	605
3	55	124
3	56	65
3	57	124
3	58	2256
3	59	32
3	61	3
3	62	236
3	64	128
3	66	105
3	67	6
3	68	144
3	69	197
3	71	144
3	73	26
3	74	207
3	75	417
3	77	36
3	78	69
3	80	131
3	81	16
3	82	2496
3	83	69
3	84	618
3	86	13
3	87	36
3	89	19
3	90	138
3	91	32
3	92	295
3	93	124
3	95	39
3	96	450
3	97	164
3	98	299
3	102	2690
3	103	98
3	104	736
3	105	128
4	2	9
4	4	47
4	9	47
4	13	188
4	21	9
4	27	66
4	28	160
4	29	18
4	32	18
4	34	9
4	35	9
4	36	9
4	38	28
4	39	9
4	44	28
4	45	85
4	47	18
4	48	9
4	50	9
4	55	28
4	58	9
4	62	9
4	64	9
4	68	9
4	69	18
4	70	18
4	71	9
4	72	37
4	74	18
4	80	37
4	82	9
4	85	28
4	92	18
4	96	28
4	97	37
4	98	18
4	100	18
4	102	9
4	103	28
4	105	94
5	0	11
5	1	5
5	3	35
5	5	11
5	7	17
5	9	11
5	14	148
5	18	23
5	27	11
5	44	59
5	54	5
5	55	5
5	58	23
5	62	5
5	63	29
5	64	11
5	67	5
5	69	11
5	71	5
5	74	5
5	75	5
5	78	23
5	79	11
5	80	5
5	82	23
5	84	5
5	92	5
5	96	5
5	97	5
5	98	17
5	102	17
5	103	5
5	104	17
6	2	10
6	3	28
6	6	41
6	7	5
6	9	68
6	10	7
6	11	28
6	12	31
6	13	49
6	21	60
6	22	2
6	27	52
6	29	7
6	30	7
6	32	10
6	34	5
6	35	91
6	36	13
6	38	5
6	42	10
6	44	102
6	45	2
6	46	5
6	50	5
6	51	34
6	53	13
6	56	15
6	58	18
6	62	39
6	64	20
6	68	15
6	69	7
6	74	23
6	75	15
6	80	7
6	81	2
6	82	23
6	83	20
6	84	7
6	89	2
6	92	107
6	93	13
6	96	41
6	97	15
6	98	47
6	102	34
6	103	5
6	104	10
6	105	18
7	0	3
7	2	134
7	3	3722
7	5	3
7	6	9
7	7	7059
7	9	730
7	10	306
7	11	260
7	12	375
7	13	1089
7	14	6
7	19	6
7	21	236
7	24	3
7	25	16
7	27	763
7	28	3
7	29	174
7	30	29
7	32	187
7	34	559
7	35	335
7	36	230
7	37	42
7	38	62
7	40	6
7	44	4966
7	46	42
7	50	220
7	51	414
7	53	1971
7	55	227
7	56	220
7	57	747
7	58	1727
7	59	46
7	61	6
7	62	368
7	63	3
7	64	253
7	66	72
7	67	3
7	68	292
7	69	338
7	71	424
7	72	3
7	73	82
7	74	306
7	75	826
7	77	125
7	78	49
7	80	227
7	81	95
7	82	5499
7	83	161
7	84	585
7	86	29
7	87	13
7	89	23
7	90	269
7	91	98
7	92	391
7	93	236
7	95	88
7	96	1184
7	97	335
7	98	549
7	102	1994
7	103	401
7	104	658
7	105	200
8	2	43
8	3	31
8	6	2
8	7	25
8	8	106
8	9	109
8	11	117
8	12	22
8	13	287
8	14	2
8	21	77
8	23	5
8	24	2
8	27	143
8	28	2
8	29	34
8	30	8
8	32	17
8	34	17
8	35	68
8	36	89
8	37	2
8	38	114
8	39	2
8	44	192
8	46	17
8	51	68
8	52	2
8	53	17
8	55	25
8	56	91
8	58	14
8	62	68
8	64	54
8	68	66
8	69	71
8	71	20
8	74	22
8	75	22
8	78	5
8	80	54
8	82	120
8	83	43
8	84	20
8	87	25
8	90	2
8	91	8
8	92	1353
8	93	11
8	95	8
8	96	158
8	97	51
8	98	100
8	102	77
8	103	40
8	104	17
8	105	83
9	2	34
9	3	49
9	7	84
9	9	1471
9	10	3
9	11	118
9	12	121
9	13	405
9	21	71
9	25	15
9	27	458
9	28	6
9	29	99
9	32	255
9	34	6
9	35	84
9	36	53
9	37	3
9	38	3
9	44	102
9	45	3
9	46	28
9	50	9
9	51	68
9	53	28
9	55	87
9	56	31
9	57	3
9	58	15
9	62	371
9	64	137
9	66	3
9	68	162
9	69	127
9	71	96
9	73	12
9	74	380
9	75	15
9	77	6
9	80	205
9	82	121
9	83	37
9	84	18
9	87	12
9	89	3
9	91	31
9	92	90
9	93	102
9	95	21
9	96	517
9	97	149
9	98	252
9	102	43
9	103	255
9	104	6
9	105	124
10	3	562
10	7	129
10	9	44
10	10	254
10	11	26
10	12	49
10	13	84
10	14	8
10	21	22
10	27	98
10	30	8
10	34	98
10	35	44
10	36	13
10	38	17
10	40	4
10	44	388
10	50	22
10	51	75
10	53	26
10	55	13
10	56	35
10	57	8
10	58	102
10	59	26
10	61	4
10	62	26
10	64	22
10	66	49
10	68	13
10	69	44
10	71	58
10	73	4
10	74	13
10	75	80
10	78	26
10	80	31
10	82	209
10	83	13
10	84	241
10	87	4
10	90	17
10	92	62
10	93	22
10	96	71
10	97	53
10	98	26
10	102	442
10	103	8
10	104	142
10	105	35
11	2	189
11	3	250
11	6	8
11	7	163
11	9	1074
11	10	17
11	11	2724
