207	36348
0	0	3029
0	2	32
0	3	116
0	4	85
0	5	391
0	6	17
0	7	8
0	8	958
0	9	122
0	10	831
0	11	188
0	12	8
0	13	54
0	14	98
0	15	39
0	16	321
0	17	24
0	19	32
0	22	30
0	23	409
0	24	39
0	25	540
0	26	39
0	27	26
0	28	35
0	29	98
0	31	8
0	32	83
0	33	32
0	34	76
0	35	148
0	36	32
0	38	83
0	39	39
0	40	133
0	41	509
0	42	21
0	43	19
0	44	157
0	45	70
0	46	17
0	48	1435
0	49	343
0	51	70
0	52	10
0	53	35
0	54	124
0	55	124
0	56	21
0	57	126
0	58	59
0	59	74
0	60	216
0	61	10
0	62	87
0	63	144
0	64	8
0	65	43
0	67	32
0	68	455
0	69	70
0	70	284
0	71	129
0	72	190
0	73	48
0	74	67
0	76	24
0	77	8
0	78	63
0	79	140
0	80	157
0	81	210
0	82	4
0	83	8
0	84	2
0	85	179
0	86	28
0	87	249
0	88	15
0	89	26
0	90	19
0	91	205
0	92	98
0	93	8
0	94	17
0	95	133
0	96	1319
0	97	41
0	98	170
0	99	102
0	100	488
0	101	19
0	102	65
0	103	56
0	104	89
0	105	39
0	106	24
0	107	72
0	108	15
0	109	2
0	110	83
0	111	80
0	112	45
0	113	41
0	114	225
0	115	74
0	116	10
0	117	116
0	118	98
0	119	6
0	120	192
0	121	221
0	122	157
0	123	76
0	124	43
0	125	161
0	126	39
0	127	102
0	128	2
0	129	45
0	130	70
0	131	13
0	132	267
0	133	54
0	134	304
0	135	140
0	136	124
0	137	98
0	138	15
0	139	13
0	140	21
0	141	6
0	142	590
0	143	116
0	144	65
0	145	32
0	146	41
0	148	54
0	149	10
0	150	273
0	151	83
0	153	109
0	154	2
0	155	400
0	157	54
0	158	122
0	159	19
0	160	80
0	161	6
0	162	17
0	163	48
0	164	30
0	165	41
0	166	70
0	167	35
0	168	142
0	169	30
0	170	105
0	171	32
0	172	113
0	173	32
0	174	48
0	175	13
0	176	126
0	177	10
0	178	37
0	179	43
0	180	50
0	181	45
0	182	32
0	183	50
0	185	61
0	186	8
0	187	682
0	188	172
0	189	15
0	190	91
0	191	24
0	192	120
0	193	315
0	194	238
0	196	65
0	197	146
0	198	107
0	199	56
0	201	477
0	202	19
0	203	30
0	204	4
0	205	19
0	206	48
1	0	3
1	1	107
1	2	9
1	4	3
1	5	91
1	6	3
1	7	4
1	8	6
1	9	21
1	10	14
1	11	26
1	12	1
1	13	82
1	14	1
